State Code,State Name,Type,Age Group,Two Total,Two Male,Two Female,Three Total,Three Male,Three Female
12,ARUNACHAL PRADESH,Total,Total,467394,241747,225647,418551,236666,181885
12,ARUNACHAL PRADESH,Total,5-9,56806,28793,28013,22366,11463,10903
12,ARUNACHAL PRADESH,Total,10-14,75106,37731,37375,64679,32966,31713
12,ARUNACHAL PRADESH,Total,15-19,55872,28042,27830,74224,37805,36419
12,ARUNACHAL PRADESH,Total,20-24,49050,24324,24726,58807,30484,28323
12,ARUNACHAL PRADESH,Total,25-29,48192,24309,23883,51105,28120,22985
12,ARUNACHAL PRADESH,Total,30-49,132626,69253,63373,118602,74319,44283
12,ARUNACHAL PRADESH,Total,50-69,41568,24547,17021,25303,19155,6148
12,ARUNACHAL PRADESH,Total,70+,7707,4488,3219,3059,2096,963
12,ARUNACHAL PRADESH,Total,Age not stated,467,260,207,406,258,148
12,ARUNACHAL PRADESH,Rural,Total,366150,188857,177293,292514,168050,124464
12,ARUNACHAL PRADESH,Rural,5-9,44065,22557,21508,16869,8656,8213
12,ARUNACHAL PRADESH,Rural,10-14,59861,30239,29622,48341,24832,23509
12,ARUNACHAL PRADESH,Rural,15-19,43796,22161,21635,52775,27283,25492
12,ARUNACHAL PRADESH,Rural,20-24,38362,18946,19416,41512,22060,19452
12,ARUNACHAL PRADESH,Rural,25-29,36993,18346,18647,35442,20055,15387
12,ARUNACHAL PRADESH,Rural,30-49,101470,52245,49225,77680,50186,27494
12,ARUNACHAL PRADESH,Rural,50-69,34505,20173,14332,17224,13123,4101
12,ARUNACHAL PRADESH,Rural,70+,6737,4000,2737,2339,1644,695
12,ARUNACHAL PRADESH,Rural,Age not stated,361,190,171,332,211,121
12,ARUNACHAL PRADESH,Urban,Total,101244,52890,48354,126037,68616,57421
12,ARUNACHAL PRADESH,Urban,5-9,12741,6236,6505,5497,2807,2690
12,ARUNACHAL PRADESH,Urban,10-14,15245,7492,7753,16338,8134,8204
12,ARUNACHAL PRADESH,Urban,15-19,12076,5881,6195,21449,10522,10927
12,ARUNACHAL PRADESH,Urban,20-24,10688,5378,5310,17295,8424,8871
12,ARUNACHAL PRADESH,Urban,25-29,11199,5963,5236,15663,8065,7598
12,ARUNACHAL PRADESH,Urban,30-49,31156,17008,14148,40922,24133,16789
12,ARUNACHAL PRADESH,Urban,50-69,7063,4374,2689,8079,6032,2047
12,ARUNACHAL PRADESH,Urban,70+,970,488,482,720,452,268
12,ARUNACHAL PRADESH,Urban,Age not stated,106,70,36,74,47,27
13,NAGALAND,Total,Total,692242,355306,336936,537481,306593,230888
13,NAGALAND,Total,5-9,56374,29099,27275,20184,10355,9829
13,NAGALAND,Total,10-14,102006,53050,48956,65276,33711,31565
13,NAGALAND,Total,15-19,95074,48626,46448,88924,46015,42909
13,NAGALAND,Total,20-24,83881,41878,42003,82440,43183,39257
13,NAGALAND,Total,25-29,74134,36238,37896,69024,37805,31219
13,NAGALAND,Total,30-49,202491,101345,101146,161767,98784,62983
13,NAGALAND,Total,50-69,65393,36979,28414,43182,31552,11630
13,NAGALAND,Total,70+,12484,7868,4616,6433,5020,1413
13,NAGALAND,Total,Age not stated,405,223,182,251,168,83
13,NAGALAND,Rural,Total,499358,257829,241529,306186,179418,126768
13,NAGALAND,Rural,5-9,36703,19004,17699,9810,5059,4751
13,NAGALAND,Rural,10-14,74292,38808,35484,37196,19489,17707
13,NAGALAND,Rural,15-19,70358,36145,34213,53524,27846,25678
13,NAGALAND,Rural,20-24,60673,30219,30454,48396,25998,22398
13,NAGALAND,Rural,25-29,52514,25400,27114,38687,21735,16952
13,NAGALAND,Rural,30-49,146786,73744,73042,89941,57196,32745
13,NAGALAND,Rural,50-69,48195,27985,20210,24462,18697,5765
13,NAGALAND,Rural,70+,9480,6327,3153,3977,3273,704
13,NAGALAND,Rural,Age not stated,357,197,160,193,125,68
13,NAGALAND,Urban,Total,192884,97477,95407,231295,127175,104120
13,NAGALAND,Urban,5-9,19671,10095,9576,10374,5296,5078
13,NAGALAND,Urban,10-14,27714,14242,13472,28080,14222,13858
13,NAGALAND,Urban,15-19,24716,12481,12235,35400,18169,17231
13,NAGALAND,Urban,20-24,23208,11659,11549,34044,17185,16859
13,NAGALAND,Urban,25-29,21620,10838,10782,30337,16070,14267
13,NAGALAND,Urban,30-49,55705,27601,28104,71826,41588,30238
13,NAGALAND,Urban,50-69,17198,8994,8204,18720,12855,5865
13,NAGALAND,Urban,70+,3004,1541,1463,2456,1747,709
13,NAGALAND,Urban,Age not stated,48,26,22,58,43,15
14,MANIPUR,Total,Total,771802,404042,367760,616818,356245,260573
14,MANIPUR,Total,5-9,42390,21781,20609,11849,6071,5778
14,MANIPUR,Total,10-14,95702,49204,46498,47531,24548,22983
14,MANIPUR,Total,15-19,100065,50820,49245,80381,41749,38632
14,MANIPUR,Total,20-24,93518,46739,46779,88711,47320,41391
14,MANIPUR,Total,25-29,89139,45007,44132,85642,46763,38879
14,MANIPUR,Total,30-49,238441,124836,113605,216676,129446,87230
14,MANIPUR,Total,50-69,92737,53529,39208,73935,51361,22574
14,MANIPUR,Total,70+,17755,11022,6733,10773,8203,2570
14,MANIPUR,Total,Age not stated,2055,1104,951,1320,784,536
14,MANIPUR,Rural,Total,581795,305155,276640,376083,221927,154156
14,MANIPUR,Rural,5-9,32620,16880,15740,8226,4231,3995
14,MANIPUR,Rural,10-14,73102,37793,35309,31728,16608,15120
14,MANIPUR,Rural,15-19,77513,39456,38057,54360,28570,25790
14,MANIPUR,Rural,20-24,72106,36186,35920,57729,31461,26268
14,MANIPUR,Rural,25-29,66617,33667,32950,52538,29645,22893
14,MANIPUR,Rural,30-49,175970,92365,83605,125568,78193,47375
14,MANIPUR,Rural,50-69,68996,39791,29205,39247,28373,10874
14,MANIPUR,Rural,70+,13409,8210,5199,5825,4329,1496
14,MANIPUR,Rural,Age not stated,1462,807,655,862,517,345
14,MANIPUR,Urban,Total,190007,98887,91120,240735,134318,106417
14,MANIPUR,Urban,5-9,9770,4901,4869,3623,1840,1783
14,MANIPUR,Urban,10-14,22600,11411,11189,15803,7940,7863
14,MANIPUR,Urban,15-19,22552,11364,11188,26021,13179,12842
14,MANIPUR,Urban,20-24,21412,10553,10859,30982,15859,15123
14,MANIPUR,Urban,25-29,22522,11340,11182,33104,17118,15986
14,MANIPUR,Urban,30-49,62471,32471,30000,91108,51253,39855
14,MANIPUR,Urban,50-69,23741,13738,10003,34688,22988,11700
14,MANIPUR,Urban,70+,4346,2812,1534,4948,3874,1074
14,MANIPUR,Urban,Age not stated,593,297,296,458,267,191
15,MIZORAM,Total,Total,256737,139450,117287,52966,34714,18252
15,MIZORAM,Total,5-9,11485,5930,5555,657,341,316
15,MIZORAM,Total,10-14,25435,12848,12587,3011,1661,1350
15,MIZORAM,Total,15-19,37931,19036,18895,5621,3150,2471
15,MIZORAM,Total,20-24,38313,19570,18743,7462,4311,3151
15,MIZORAM,Total,25-29,32992,17276,15716,7405,4536,2869
15,MIZORAM,Total,30-49,80031,45083,34948,20192,13955,6237
15,MIZORAM,Total,50-69,25763,16516,9247,7344,5719,1625
15,MIZORAM,Total,70+,4657,3090,1567,1247,1027,220
15,MIZORAM,Total,Age not stated,130,101,29,27,14,13
15,MIZORAM,Rural,Total,105092,59030,46062,18117,12714,5403
15,MIZORAM,Rural,5-9,6977,3611,3366,271,145,126
15,MIZORAM,Rural,10-14,12615,6479,6136,1589,914,675
15,MIZORAM,Rural,15-19,13918,7252,6666,2485,1584,901
15,MIZORAM,Rural,20-24,14203,7459,6744,2862,1807,1055
15,MIZORAM,Rural,25-29,12769,7014,5755,2568,1740,828
15,MIZORAM,Rural,30-49,31040,18492,12548,5985,4545,1440
15,MIZORAM,Rural,50-69,11394,7340,4054,2039,1718,321
15,MIZORAM,Rural,70+,2131,1352,779,306,254,52
15,MIZORAM,Rural,Age not stated,45,31,14,12,7,5
15,MIZORAM,Urban,Total,151645,80420,71225,34849,22000,12849
15,MIZORAM,Urban,5-9,4508,2319,2189,386,196,190
15,MIZORAM,Urban,10-14,12820,6369,6451,1422,747,675
15,MIZORAM,Urban,15-19,24013,11784,12229,3136,1566,1570
15,MIZORAM,Urban,20-24,24110,12111,11999,4600,2504,2096
15,MIZORAM,Urban,25-29,20223,10262,9961,4837,2796,2041
15,MIZORAM,Urban,30-49,48991,26591,22400,14207,9410,4797
15,MIZORAM,Urban,50-69,14369,9176,5193,5305,4001,1304
15,MIZORAM,Urban,70+,2526,1738,788,941,773,168
15,MIZORAM,Urban,Age not stated,85,70,15,15,7,8
16,TRIPURA,Total,Total,1070024,584356,485668,198577,129143,69434
16,TRIPURA,Total,5-9,62445,32029,30416,3569,1875,1694
16,TRIPURA,Total,10-14,120299,62014,58285,12806,6717,6089
16,TRIPURA,Total,15-19,130297,66389,63908,24110,13453,10657
16,TRIPURA,Total,20-24,133448,67594,65854,30643,18236,12407
16,TRIPURA,Total,25-29,121764,65590,56174,27299,17653,9646
16,TRIPURA,Total,30-49,337269,191339,145930,71145,49234,21911
16,TRIPURA,Total,50-69,133506,80442,53064,25825,19441,6384
16,TRIPURA,Total,70+,30658,18767,11891,3117,2494,623
16,TRIPURA,Total,Age not stated,338,192,146,63,40,23
16,TRIPURA,Rural,Total,887268,478980,408288,111473,75094,36379
16,TRIPURA,Rural,5-9,57078,29277,27801,2302,1216,1086
16,TRIPURA,Rural,10-14,108650,56126,52524,8623,4554,4069
16,TRIPURA,Rural,15-19,111680,56735,54945,15930,9095,6835
16,TRIPURA,Rural,20-24,111813,55997,55816,19325,12084,7241
16,TRIPURA,Rural,25-29,100439,53528,46911,16702,11506,5196
16,TRIPURA,Rural,30-49,266919,149769,117150,37446,27838,9608
16,TRIPURA,Rural,50-69,103987,61426,42561,9615,7602,2013
16,TRIPURA,Rural,70+,26431,15969,10462,1494,1173,321
16,TRIPURA,Rural,Age not stated,271,153,118,36,26,10
16,TRIPURA,Urban,Total,182756,105376,77380,87104,54049,33055
16,TRIPURA,Urban,5-9,5367,2752,2615,1267,659,608
16,TRIPURA,Urban,10-14,11649,5888,5761,4183,2163,2020
16,TRIPURA,Urban,15-19,18617,9654,8963,8180,4358,3822
16,TRIPURA,Urban,20-24,21635,11597,10038,11318,6152,5166
16,TRIPURA,Urban,25-29,21325,12062,9263,10597,6147,4450
16,TRIPURA,Urban,30-49,70350,41570,28780,33699,21396,12303
16,TRIPURA,Urban,50-69,29519,19016,10503,16210,11839,4371
16,TRIPURA,Urban,70+,4227,2798,1429,1623,1321,302
16,TRIPURA,Urban,Age not stated,67,39,28,27,14,13
17,MEGHALAYA,Total,Total,547389,280331,267058,274931,160749,114182
17,MEGHALAYA,Total,5-9,29721,14733,14988,5929,3000,2929
17,MEGHALAYA,Total,10-14,68975,33621,35354,22372,11248,11124
17,MEGHALAYA,Total,15-19,85926,41391,44535,38320,19928,18392
17,MEGHALAYA,Total,20-24,76843,37410,39433,40613,21901,18712
17,MEGHALAYA,Total,25-29,65054,33320,31734,37290,21395,15895
17,MEGHALAYA,Total,30-49,157901,84765,73136,94069,58689,35380
17,MEGHALAYA,Total,50-69,51633,28986,22647,31023,21024,9999
17,MEGHALAYA,Total,70+,10220,5367,4853,4856,3199,1657
17,MEGHALAYA,Total,Age not stated,1116,738,378,459,365,94
17,MEGHALAYA,Rural,Total,350395,184976,165419,123303,78030,45273
17,MEGHALAYA,Rural,5-9,19035,9451,9584,2240,1128,1112
17,MEGHALAYA,Rural,10-14,45062,21815,23247,9397,4810,4587
17,MEGHALAYA,Rural,15-19,55502,26738,28764,17552,9462,8090
17,MEGHALAYA,Rural,20-24,48640,23574,25066,18665,10605,8060
17,MEGHALAYA,Rural,25-29,41644,21858,19786,17408,10869,6539
17,MEGHALAYA,Rural,30-49,100313,56946,43367,42598,29447,13151
17,MEGHALAYA,Rural,50-69,33065,20364,12701,13180,10008,3172
17,MEGHALAYA,Rural,70+,6409,3809,2600,2083,1573,510
17,MEGHALAYA,Rural,Age not stated,725,421,304,180,128,52
17,MEGHALAYA,Urban,Total,196994,95355,101639,151628,82719,68909
17,MEGHALAYA,Urban,5-9,10686,5282,5404,3689,1872,1817
17,MEGHALAYA,Urban,10-14,23913,11806,12107,12975,6438,6537
17,MEGHALAYA,Urban,15-19,30424,14653,15771,20768,10466,10302
17,MEGHALAYA,Urban,20-24,28203,13836,14367,21948,11296,10652
17,MEGHALAYA,Urban,25-29,23410,11462,11948,19882,10526,9356
17,MEGHALAYA,Urban,30-49,57588,27819,29769,51471,29242,22229
17,MEGHALAYA,Urban,50-69,18568,8622,9946,17843,11016,6827
17,MEGHALAYA,Urban,70+,3811,1558,2253,2773,1626,1147
17,MEGHALAYA,Urban,Age not stated,391,317,74,279,237,42
18,ASSAM,Total,Total,10108094,5343117,4764977,4352497,2636287,1716210
18,ASSAM,Total,5-9,857773,435079,422694,75685,39158,36527
18,ASSAM,Total,10-14,1363349,699125,664224,346634,177427,169207
18,ASSAM,Total,15-19,1190438,627942,562496,588953,315028,273925
18,ASSAM,Total,20-24,1116779,547813,568966,612884,336045,276839
18,ASSAM,Total,25-29,1099180,560424,538756,565338,327137,238201
18,ASSAM,Total,30-49,3040907,1650377,1390530,1546934,991577,555357
18,ASSAM,Total,50-69,1172486,670266,502220,529591,385030,144561
18,ASSAM,Total,70+,262178,149510,112668,84215,63499,20716
18,ASSAM,Total,Age not stated,5004,2581,2423,2263,1386,877
18,ASSAM,Rural,Total,8812485,4670814,4141671,2969373,1835672,1133701
18,ASSAM,Rural,5-9,780948,395541,385407,49958,25892,24066
18,ASSAM,Rural,10-14,1229446,630074,599372,260043,132928,127115
18,ASSAM,Rural,15-19,1055231,558160,497071,446282,240932,205350
18,ASSAM,Rural,20-24,976651,478753,497898,443510,247888,195622
18,ASSAM,Rural,25-29,956924,489540,467384,400651,239935,160716
18,ASSAM,Rural,30-49,2588019,1414227,1173792,1010932,676345,334587
18,ASSAM,Rural,50-69,995234,572071,423163,306874,232150,74724
18,ASSAM,Rural,70+,226125,130449,95676,49848,38798,11050
18,ASSAM,Rural,Age not stated,3907,1999,1908,1275,804,471
18,ASSAM,Urban,Total,1295609,672303,623306,1383124,800615,582509
18,ASSAM,Urban,5-9,76825,39538,37287,25727,13266,12461
18,ASSAM,Urban,10-14,133903,69051,64852,86591,44499,42092
18,ASSAM,Urban,15-19,135207,69782,65425,142671,74096,68575
18,ASSAM,Urban,20-24,140128,69060,71068,169374,88157,81217
18,ASSAM,Urban,25-29,142256,70884,71372,164687,87202,77485
18,ASSAM,Urban,30-49,452888,236150,216738,536002,315232,220770
18,ASSAM,Urban,50-69,177252,98195,79057,222717,152880,69837
18,ASSAM,Urban,70+,36053,19061,16992,34367,24701,9666
18,ASSAM,Urban,Age not stated,1097,582,515,988,582,406
19,WEST BENGAL,Total,Total,12144843,6992983,5151860,2881005,1789355,1091650
19,WEST BENGAL,Total,5-9,542011,279040,262971,41967,22141,19826
19,WEST BENGAL,Total,10-14,1061955,546845,515110,145092,75918,69174
19,WEST BENGAL,Total,15-19,1448086,776437,671649,293144,157638,135506
19,WEST BENGAL,Total,20-24,1501859,830857,671002,376243,212153,164090
19,WEST BENGAL,Total,25-29,1352756,767001,585755,350511,204325,146186
19,WEST BENGAL,Total,30-49,4029688,2390414,1639274,1019941,644335,375606
19,WEST BENGAL,Total,50-69,1838162,1164849,673313,546289,390693,155596
19,WEST BENGAL,Total,70+,355661,229210,126451,103379,79483,23896
19,WEST BENGAL,Total,Age not stated,14665,8330,6335,4439,2669,1770
19,WEST BENGAL,Rural,Total,6304512,3650345,2654167,664075,447876,216199
19,WEST BENGAL,Rural,5-9,341706,174307,167399,10233,5387,4846
19,WEST BENGAL,Rural,10-14,651166,333025,318141,40828,21442,19386
19,WEST BENGAL,Rural,15-19,858848,464959,393889,92931,52239,40692
19,WEST BENGAL,Rural,20-24,837251,475201,362050,108018,67409,40609
19,WEST BENGAL,Rural,25-29,712638,419549,293089,91363,61023,30340
19,WEST BENGAL,Rural,30-49,1945646,1180959,764687,220287,158947,61340
19,WEST BENGAL,Rural,50-69,810332,512615,297717,87011,70302,16709
19,WEST BENGAL,Rural,70+,142354,86963,55391,12856,10717,2139
19,WEST BENGAL,Rural,Age not stated,4571,2767,1804,548,410,138
19,WEST BENGAL,Urban,Total,5840331,3342638,2497693,2216930,1341479,875451
19,WEST BENGAL,Urban,5-9,200305,104733,95572,31734,16754,14980
19,WEST BENGAL,Urban,10-14,410789,213820,196969,104264,54476,49788
19,WEST BENGAL,Urban,15-19,589238,311478,277760,200213,105399,94814
19,WEST BENGAL,Urban,20-24,664608,355656,308952,268225,144744,123481
19,WEST BENGAL,Urban,25-29,640118,347452,292666,259148,143302,115846
19,WEST BENGAL,Urban,30-49,2084042,1209455,874587,799654,485388,314266
19,WEST BENGAL,Urban,50-69,1027830,652234,375596,459278,320391,138887
19,WEST BENGAL,Urban,70+,213307,142247,71060,90523,68766,21757
19,WEST BENGAL,Urban,Age not stated,10094,5563,4531,3891,2259,1632
20,JHARKHAND,Total,Total,8407681,4508254,3899427,1593039,965960,627079
20,JHARKHAND,Total,5-9,783624,401095,382529,58868,30590,28278
20,JHARKHAND,Total,10-14,1281587,660076,621511,181061,95075,85986
20,JHARKHAND,Total,15-19,1036533,555312,481221,232434,129094,103340
20,JHARKHAND,Total,20-24,891681,468239,423442,208538,119424,89114
20,JHARKHAND,Total,25-29,815299,437656,377643,178471,106673,71798
20,JHARKHAND,Total,30-49,2328150,1281715,1046435,489116,314067,175049
20,JHARKHAND,Total,50-69,1052291,583828,468463,206441,144229,62212
20,JHARKHAND,Total,70+,185559,102537,83022,31790,23079,8711
20,JHARKHAND,Total,Age not stated,32957,17796,15161,6320,3729,2591
20,JHARKHAND,Rural,Total,6056149,3251399,2804750,932202,587017,345185
20,JHARKHAND,Rural,5-9,608605,309679,298926,38742,20096,18646
20,JHARKHAND,Rural,10-14,999730,514387,485343,124475,65882,58593
20,JHARKHAND,Rural,15-19,741093,400149,340944,144481,83467,61014
20,JHARKHAND,Rural,20-24,614347,323867,290480,120823,73484,47339
20,JHARKHAND,Rural,25-29,565607,306435,259172,102953,65607,37346
20,JHARKHAND,Rural,30-49,1626548,901664,724884,276324,189039,87285
20,JHARKHAND,Rural,50-69,752026,413600,338426,106345,76537,29808
20,JHARKHAND,Rural,70+,131813,72884,58929,15876,11567,4309
20,JHARKHAND,Rural,Age not stated,16380,8734,7646,2183,1338,845
20,JHARKHAND,Urban,Total,2351532,1256855,1094677,660837,378943,281894
20,JHARKHAND,Urban,5-9,175019,91416,83603,20126,10494,9632
20,JHARKHAND,Urban,10-14,281857,145689,136168,56586,29193,27393
20,JHARKHAND,Urban,15-19,295440,155163,140277,87953,45627,42326
20,JHARKHAND,Urban,20-24,277334,144372,132962,87715,45940,41775
20,JHARKHAND,Urban,25-29,249692,131221,118471,75518,41066,34452
20,JHARKHAND,Urban,30-49,701602,380051,321551,212792,125028,87764
20,JHARKHAND,Urban,50-69,300265,170228,130037,100096,67692,32404
20,JHARKHAND,Urban,70+,53746,29653,24093,15914,11512,4402
20,JHARKHAND,Urban,Age not stated,16577,9062,7515,4137,2391,1746
21,ODISHA,Total,Total,8299746,4506387,3793359,5525278,3359211,2166067
21,ODISHA,Total,5-9,577215,292667,284548,81653,43370,38283
21,ODISHA,Total,10-14,1116319,568897,547422,461448,235999,225449
21,ODISHA,Total,15-19,1027699,531376,496323,875749,465428,410321
21,ODISHA,Total,20-24,978082,507528,470554,833322,466127,367195
21,ODISHA,Total,25-29,902707,483814,418893,738696,429848,308848
21,ODISHA,Total,30-49,2473756,1400171,1073585,1861793,1209395,652398
21,ODISHA,Total,50-69,1012434,599147,413287,577569,437944,139625
21,ODISHA,Total,70+,187823,109935,77888,79868,61957,17911
21,ODISHA,Total,Age not stated,23711,12852,10859,15180,9143,6037
21,ODISHA,Rural,Total,6670328,3637510,3032818,3361065,2102935,1258130
21,ODISHA,Rural,5-9,481394,242704,238690,37945,19883,18062
21,ODISHA,Rural,10-14,935161,475668,459493,303209,154752,148457
21,ODISHA,Rural,15-19,842914,433391,409523,588041,315335,272706
21,ODISHA,Rural,20-24,785941,408549,377392,538229,309529,228700
21,ODISHA,Rural,25-29,725770,392772,332998,475817,289177,186640
21,ODISHA,Rural,30-49,1936574,1111068,825506,1076004,742577,333427
21,ODISHA,Rural,50-69,798481,477372,321109,294815,235465,59350
21,ODISHA,Rural,70+,146519,86457,60062,39011,31217,7794
21,ODISHA,Rural,Age not stated,17574,9529,8045,7994,5000,2994
21,ODISHA,Urban,Total,1629418,868877,760541,2164213,1256276,907937
21,ODISHA,Urban,5-9,95821,49963,45858,43708,23487,20221
21,ODISHA,Urban,10-14,181158,93229,87929,158239,81247,76992
21,ODISHA,Urban,15-19,184785,97985,86800,287708,150093,137615
21,ODISHA,Urban,20-24,192141,98979,93162,295093,156598,138495
21,ODISHA,Urban,25-29,176937,91042,85895,262879,140671,122208
21,ODISHA,Urban,30-49,537182,289103,248079,785789,466818,318971
21,ODISHA,Urban,50-69,213953,121775,92178,282754,202479,80275
21,ODISHA,Urban,70+,41304,23478,17826,40857,30740,10117
21,ODISHA,Urban,Age not stated,6137,3323,2814,7186,4143,3043
22,CHHATTISGARH,Total,Total,2961654,1575471,1386183,422569,245150,177419
22,CHHATTISGARH,Total,5-9,257079,133958,123121,14730,7646,7084
22,CHHATTISGARH,Total,10-14,395908,205155,190753,40262,21566,18696
22,CHHATTISGARH,Total,15-19,353697,183278,170419,51939,27497,24442
22,CHHATTISGARH,Total,20-24,335938,172433,163505,54010,28968,25042
22,CHHATTISGARH,Total,25-29,293630,157326,136304,47238,26659,20579
22,CHHATTISGARH,Total,30-49,878012,479502,398510,145345,87057,58288
22,CHHATTISGARH,Total,50-69,371356,203711,167645,58416,38300,20116
22,CHHATTISGARH,Total,70+,73325,38618,34707,10288,7255,3033
22,CHHATTISGARH,Total,Age not stated,2709,1490,1219,341,202,139
22,CHHATTISGARH,Rural,Total,1897368,1020433,876935,197443,119521,77922
22,CHHATTISGARH,Rural,5-9,188694,97745,90949,9533,4941,4592
22,CHHATTISGARH,Rural,10-14,290842,150015,140827,24650,13421,11229
22,CHHATTISGARH,Rural,15-19,238374,123590,114784,29537,16017,13520
22,CHHATTISGARH,Rural,20-24,212775,110298,102477,27865,15912,11953
22,CHHATTISGARH,Rural,25-29,180695,99758,80937,23052,14354,8698
22,CHHATTISGARH,Rural,30-49,523589,293217,230372,60683,39885,20798
22,CHHATTISGARH,Rural,50-69,219520,122561,96959,19354,13169,6185
22,CHHATTISGARH,Rural,70+,41737,22633,19104,2650,1743,907
22,CHHATTISGARH,Rural,Age not stated,1142,616,526,119,79,40
22,CHHATTISGARH,Urban,Total,1064286,555038,509248,225126,125629,99497
22,CHHATTISGARH,Urban,5-9,68385,36213,32172,5197,2705,2492
22,CHHATTISGARH,Urban,10-14,105066,55140,49926,15612,8145,7467
22,CHHATTISGARH,Urban,15-19,115323,59688,55635,22402,11480,10922
22,CHHATTISGARH,Urban,20-24,123163,62135,61028,26145,13056,13089
22,CHHATTISGARH,Urban,25-29,112935,57568,55367,24186,12305,11881
22,CHHATTISGARH,Urban,30-49,354423,186285,168138,84662,47172,37490
22,CHHATTISGARH,Urban,50-69,151836,81150,70686,39062,25131,13931
22,CHHATTISGARH,Urban,70+,31588,15985,15603,7638,5512,2126
22,CHHATTISGARH,Urban,Age not stated,1567,874,693,222,123,99
23,MADHYA PRADESH,Total,Total,8550729,4716569,3834160,1257953,758130,499823
23,MADHYA PRADESH,Total,5-9,632335,323539,308796,19694,10244,9450
23,MADHYA PRADESH,Total,10-14,1104626,571166,533460,120698,63117,57581
23,MADHYA PRADESH,Total,15-19,1146772,611018,535754,220669,121090,99579
23,MADHYA PRADESH,Total,20-24,1077776,591195,486581,189794,110897,78897
23,MADHYA PRADESH,Total,25-29,864317,478798,385519,141123,84050,57073
23,MADHYA PRADESH,Total,30-49,2464992,1406311,1058681,377928,239192,138736
23,MADHYA PRADESH,Total,50-69,1028503,605737,422766,155971,106786,49185
23,MADHYA PRADESH,Total,70+,221341,123327,98014,30600,21884,8716
23,MADHYA PRADESH,Total,Age not stated,10067,5478,4589,1476,870,606
23,MADHYA PRADESH,Rural,Total,4766617,2627374,2139243,562738,366897,195841
23,MADHYA PRADESH,Rural,5-9,461614,233266,228348,6992,3640,3352
23,MADHYA PRADESH,Rural,10-14,769845,394112,375733,71722,37682,34040
23,MADHYA PRADESH,Rural,15-19,683107,365613,317494,134747,77262,57485
23,MADHYA PRADESH,Rural,20-24,564351,318086,246265,98001,63370,34631
23,MADHYA PRADESH,Rural,25-29,437978,251820,186158,64423,44007,20416
23,MADHYA PRADESH,Rural,30-49,1244630,722303,522327,141642,105491,36151
23,MADHYA PRADESH,Rural,50-69,494478,282619,211859,38580,30533,8047
23,MADHYA PRADESH,Rural,70+,107269,57683,49586,6225,4662,1563
23,MADHYA PRADESH,Rural,Age not stated,3345,1872,1473,406,250,156
23,MADHYA PRADESH,Urban,Total,3784112,2089195,1694917,695215,391233,303982
23,MADHYA PRADESH,Urban,5-9,170721,90273,80448,12702,6604,6098
23,MADHYA PRADESH,Urban,10-14,334781,177054,157727,48976,25435,23541
23,MADHYA PRADESH,Urban,15-19,463665,245405,218260,85922,43828,42094
23,MADHYA PRADESH,Urban,20-24,513425,273109,240316,91793,47527,44266
23,MADHYA PRADESH,Urban,25-29,426339,226978,199361,76700,40043,36657
23,MADHYA PRADESH,Urban,30-49,1220362,684008,536354,236286,133701,102585
23,MADHYA PRADESH,Urban,50-69,534025,323118,210907,117391,76253,41138
23,MADHYA PRADESH,Urban,70+,114072,65644,48428,24375,17222,7153
23,MADHYA PRADESH,Urban,Age not stated,6722,3606,3116,1070,620,450
24,GUJARAT,Total,Total,17321770,9878480,7443290,8570571,5181262,3389309
24,GUJARAT,Total,5-9,642555,346764,295791,121026,67749,53277
24,GUJARAT,Total,10-14,2339586,1263642,1075944,756301,421529,334772
